Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"31133901","1","31188452","","2015-06-30 09:01:41","","0","115","<p>I am working with roles in mondrian schema and i would like to know if possible to make intersection of two declared roles.</p>

<p>I created these roles:</p>

<p>For product manager that has restriction on specific types of products</p>

<pre><code>&lt;Role name=""product_manager""&gt;
    &lt;SchemaGrant access=""none""&gt;
      &lt;CubeGrant cube=""product"" access=""all""&gt;
          &lt;HierarchyGrant hierarchy=""product_group"" rollupPolicy=""partial"" access=""custom""&gt;
           &lt;MemberGrant member=""[product_group].[Wardrobes]"" access=""all""&gt;
           &lt;/MemberGrant&gt;
          &lt;/HierarchyGrant&gt;
        &lt;/CubeGrant&gt;
    &lt;/SchemaGrant&gt;
  &lt;/Role&gt;
</code></pre>

<p>And financial manager that has restriction on specific country</p>

<pre><code>&lt;Role name=""financial_manager""&gt;
        &lt;SchemaGrant access=""none""&gt;
          &lt;CubeGrant cube=""country"" access=""all""&gt;
              &lt;HierarchyGrant hierarchy=""country"" rollupPolicy=""partial"" access=""custom""&gt;
               &lt;MemberGrant member=""[country].[Germany]"" access=""all""&gt;
               &lt;/MemberGrant&gt;
              &lt;/HierarchyGrant&gt;
            &lt;/CubeGrant&gt;
        &lt;/SchemaGrant&gt;
      &lt;/Role&gt;
</code></pre>

<p>My required result should be intersection of these two roles, i found that exist element <strong>UNION</strong>, but i found that it returns sum of both so the user can see all from both, it isn't my required solution.</p>

<pre><code>&lt;Role name=""product_and_financial_manager_for_wardrobes_and_germany_resort""&gt;
    &lt;Union&gt;
        &lt;RoleUsage roleName=""product_manager"" /&gt;
        &lt;RoleUsage roleName=""financial_manager"" /&gt;
    &lt;/Union&gt;
  &lt;/Role&gt;
</code></pre>

<p>Something like this:</p>

<pre><code> &lt;Role name=""product_and_financial_manager_for_wardrobes_and_germany_resort""&gt;
        &lt;Intersection&gt;
            &lt;RoleUsage roleName=""product_manager"" /&gt;
            &lt;RoleUsage roleName=""financial_manager"" /&gt;
        &lt;/Intersection&gt;
      &lt;/Role&gt;
</code></pre>

<p>This is example on data:</p>

<p><strong>fact_product</strong></p>

<pre><code>---------------------------------------------------------------------------
|  id_fact_product   |  price    | id_dim_product_group  | id_dim_country
---------------------------------------------------------------------------
| 1                  |   100     |   1                   |    1
---------------------------------------------------------------------------
| 2                  |    150    |   1                   |    2
---------------------------------------------------------------------------
| 3                  |    120    |   2                   |    2
---------------------------------------------------------------------------
| 4                  |    230    |   1                   |    2
---------------------------------------------------------------------------
</code></pre>

<p><strong>dim_product_group</strong></p>

<pre><code>----------------------------------------------
| id_dim_product_group  |  section
----------------------------------------------
|  1                    |  Wardrobes
----------------------------------------------
|  2                    |  Tables
----------------------------------------------
</code></pre>

<p><strong>dim_country</strong></p>

<pre><code>----------------------------------------------
| id_dim_country        |  country
----------------------------------------------
|  1                    |  Italy
----------------------------------------------
|  2                    |  Germany
----------------------------------------------
</code></pre>

<p>The result for Role <strong>product_and_financial_manager_for_wardrobes_and_germany_resort</strong> should be see data only in this range</p>

<pre><code> -----------------------------------------------------------------------------
    |  id_fact_product   |  price    | id_dim_product_group  | id_dim_country
    ---------------------------------------------------------------------------
    | 2                  |    150    |   1                   |    2
    ---------------------------------------------------------------------------
    | 4                  |    230    |   1                   |    2
    ---------------------------------------------------------------------------
----------------------------------------
    |  section           |  country  | 
    -----------------------------------
    |  Wardrobes         |  Germany  | 
    -----------------------------------
    | Wardrobes          |  Germany  | 
    -----------------------------------
</code></pre>

<p>Thanks for you help</p>
","2749328","","","","","2015-07-02 15:14:44","Pentaho Role Intersection","<pentaho><roles><mondrian>","1","0","","",""
"31133903","1","31143313","","2015-06-30 09:01:44","","8","8747","<p>I am trying to remove the background of some images, tweaking some values and using some methods like <code>morphologyEx</code> gives me an aceptable result but some holes still remaining, in this last case, the holes doesn't fill even iterating on every contour and drawing it with <code>-1</code>. I can see that threshold image is really good, making the whole shape with lines, but I don't know how to continue...</p>

<p><strong>Update</strong>
I've changed my code so I get better results but I'm still getting some holes... If I could fill theese holes, the script would be perfect.</p>

<pre><code>def get_contrasted(image, type=""dark"", level=3):
    maxIntensity = 255.0 # depends on dtype of image data
    phi = 1
    theta = 1

    if type == ""light"":
        newImage0 = (maxIntensity/phi)*(image/(maxIntensity/theta))**0.5
        newImage0 = array(newImage0,dtype=uint8)
        return newImage0
    elif type == ""dark"":
        newImage1 = (maxIntensity/phi)*(image/(maxIntensity/theta))**level
        newImage1 = array(newImage1,dtype=uint8)

        return newImage1

def sharp(image, level=3):
    f = cv2.GaussianBlur(image, (level,level), level)
    f = cv2.addWeighted(image, 1.5, f, -0.5, 0)
    return f

original_image = imread('imagen.jpg')
# 1 Convert to gray &amp; Normalize
gray_img = cv2.cvtColor(original_image, cv2.COLOR_BGR2GRAY)
gray_img = sharp(get_contrasted(gray_img))
gray_img = normalize(gray_img, None, 0, 255, NORM_MINMAX, CV_8UC1)
imshow(""Gray"", gray_img)

# 2 Find Threshold
gray_blur = cv2.GaussianBlur(gray_img, (7, 7), 0)
adapt_thresh_im = cv2.adaptiveThreshold(gray_blur, 255, cv2.ADAPTIVE_THRESH_GAUSSIAN_C, cv2.THRESH_BINARY_INV, 11, 1)
max_thresh, thresh_im = cv2.threshold(gray_img, 0, 255, cv2.THRESH_BINARY_INV | cv2.THRESH_OTSU)
thresh = cv2.bitwise_or(adapt_thresh_im, thresh_im)

# 3 Dilate
gray = cv2.Canny(thresh, 88, 400, apertureSize=3)
gray = cv2.dilate(gray, None, iterations=8)
gray = cv2.erode(gray, None, iterations=8)
imshow(""Trheshold"", gray)

# 4 Flood
contours, _ = cv2.findContours(gray, cv2.RETR_TREE, cv2.CHAIN_APPROX_SIMPLE)
contour_info = []
for c in contours:
    contour_info.append((
        c,
        cv2.isContourConvex(c),
        cv2.contourArea(c),
    ))
contour_info = sorted(contour_info, key=lambda c: c[2], reverse=True)
max_contour = contour_info[0]
holes = np.zeros(gray_img.shape, np.uint8)
drawContours(holes, max_contour, 0, 255, -1)
imshow(""Holes"", holes)

mask = cv2.GaussianBlur(holes, (15, 15), 0)
mask = np.dstack([mask] * 3)  # Create 3-channel alpha mask

mask = mask.astype('float32') / 255.0  # Use float matrices,
img = original_image.astype('float32') / 255.0  # for easy blending
masked = (mask * img) + ((1 - mask) * (0,0,1))  # Blend
masked = (masked * 255).astype('uint8')

imshow(""Maked"", masked)
waitKey()
</code></pre>

<h1>0 Original</h1>

<p><img src=""https://i.stack.imgur.com/koAl2.jpg"" alt=""enter image description here""></p>

<h1>1 Threshold</h1>

<p><img src=""https://i.stack.imgur.com/2jhlL.jpg"" alt=""enter image description here""></p>

<h1>2 Holes</h1>

<p><img src=""https://i.stack.imgur.com/GuICX.jpg"" alt=""enter image description here""></p>

<h1>3 Final Image</h1>

<p><img src=""https://i.stack.imgur.com/zOPOV.jpg"" alt=""enter image description here""></p>
","1381537","","1381537","","2015-06-30 12:30:58","2015-12-04 08:48:18","OpenCV remove background","<python><opencv>","4","9","5","",""
"31133904","2","","31133635","2015-06-30 09:01:44","","3","","<p>There are two things here... the first is to find out why you want to do this. Because maybe you shouldn't.</p>

<p>If you just want to access the owner's email address from a <code>Car</code> instance you don't need to add it as a field on the <code>Car</code> model, you can do:</p>

<pre><code>my_car = Car.objects.get(owner=me)
my_email = my_car.owner.email
</code></pre>

<p>This does two seperate db queries, the first to get the <code>Car</code> and the second to get the owning <code>User</code> when you access the ForeignKey.</p>

<p>If you want to avoid this you can use <a href=""https://docs.djangoproject.com/en/1.8/ref/models/querysets/#select-related"" rel=""nofollow""><code>select_related</code></a>:</p>

<pre><code>my_car = Car.objects.select_related().get(owner=me)
my_email = my_car.owner.email
</code></pre>

<p>Now it's only one query, Django knows to do a join in the underlying SQL.</p>

<p>But, assuming you know all this and you still really want to add the owner's email to the <code>Car</code> model. This is called <a href=""https://en.wikipedia.org/wiki/Denormalization"" rel=""nofollow"">'denormalisation'</a> and there can be valid performance reasons for doing it.</p>

<p>One problem that arises is how to keep the email address in sync between the <code>User</code> and <code>Car</code> models. If you are deliberately pursuing denormalisation in your Django app I highly recommend you consider using <a href=""http://initcrash.github.io/django-denorm/"" rel=""nofollow"">django-denorm</a>. It installs triggers in the SQL db and provides a nice interface for specifying denormalised fields on your model.</p>
","202168","","","","","2015-06-30 09:01:44","","","","0","","",""
"31133905","1","","","2015-06-30 09:01:44","","-2","61","<p>Right now my app layout looks like <a href=""https://www.dropbox.com/s/orzmwe02a0l4z77/IMG-1.jpg?dl=0"" rel=""nofollow"">this</a>.</p>

<p>I want it to look like <a href=""https://www.dropbox.com/s/cdxxtunc0h43j6n/IMG-2.jpg?dl=0"" rel=""nofollow"">this</a>.</p>

<p>How can I achieve this ? I am using LinearLayout as a child of ScrollView.</p>
","4489789","","473285","","2015-06-30 09:56:08","2015-06-30 09:56:08","LinearLayout with full width Android","<android><scrollview><android-linearlayout>","2","2","","",""
"31133908","1","","","2015-06-30 09:01:53","","0","89","<p>I have an issue using the command <code>pointinterval</code> on gnuplot.</p>

<p>E.g. the following minimal example</p>

<pre><code>plot test.dat with linespoints pi -1
</code></pre>

<p>with test.dat being</p>

<pre><code>1 2
2 3
3 4
4 5
</code></pre>

<p>does not work properly. The outcome is as follows:</p>

<pre><code>gnuplot&gt; plot ""test.dat"" with linespoints pi -1
                                          ^
         ';' expected
</code></pre>

<p>I have no clue why it won't work</p>
","4137141","","","","","2015-06-30 09:01:53","Gnuplot pointinterval does not work","<gnuplot>","0","3","","",""
"31133910","2","","31133504","2015-06-30 09:01:56","","0","","<p>Try formatting the float to string before sending the dict.</p>

<p>Example -</p>

<pre><code>cur.executemany(""""""Insert into temp_unicom values(%(Order Id)f,%(Name)s,%(Address)s)"""""",dict((k,v )if k != ""Order Id"" else (k,'%f'%(v)) for k,v in dict1.iteritems()))
</code></pre>

<p>Also, rename the dictionary to something else (I for example renamed to <code>dict1</code> , because otherwise it would replace the built-in <code>dict</code> function.</p>
","795990","","795990","","2015-06-30 09:15:45","2015-06-30 09:15:45","","","","3","","",""
"31133911","2","","31120117","2015-06-30 09:02:09","","0","","<p>I decided to use the code below to just edit the literal in the master page from the content page rather than run the function in the master page.</p>

<pre><code> CType(Master.FindControl(""FavouritesCount""), Literal).Text = cnt
</code></pre>
","1101979","","","","","2015-06-30 09:02:09","","","","0","","",""
"31133912","1","","","2015-06-30 09:02:13","","6","558","<p>I use Android Studio to write my App, the following code is my layout file, but sometimes Android Studio editor display A.png and sometime display B.png, it means that sometime the systme replace <code>android:text=""@string/myabout""</code> with real string ""About"", but I don't konw how to switch to the UI.</p>

<p>And more, how can I change the code color of <code>android:text=""@string/myabout""</code> and <code>android:text=""Hard Code""</code>? You know that File-> Settings -> Editor is huge tree, I can't find what items I shoud to edit.</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;

&lt;RelativeLayout  xmlns:android=""http://schemas.android.com/apk/res/android""
    android:layout_width=""fill_parent""
    android:layout_height=""fill_parent""
    android:background=""@drawable/border_ui""
    android:orientation=""vertical"" &gt;

     &lt;TextView
            android:id=""@+id/textView1""
            android:layout_width=""wrap_content""
            android:layout_height=""wrap_content""
            android:text=""@string/myabout""
      /&gt;

    &lt;TextView
        android:id=""@+id/textView2""
        android:layout_width=""wrap_content""
        android:layout_height=""wrap_content""
        android:text=""Hard Code""
     /&gt;

&lt;/RelativeLayout&gt;
</code></pre>

<p><strong>A.png</strong></p>

<p><img src=""https://i.stack.imgur.com/3kJaR.png"" alt=""enter image description here""></p>

<p><strong>B.png</strong>
<img src=""https://i.stack.imgur.com/bZFOz.png"" alt=""enter image description here""></p>
","828896","","","","","2015-07-08 07:55:51","How to switch to displayed UI and change font color in Android Studio?","<android-studio>","1","1","","",""
"31133914","1","","","2015-06-30 09:02:17","","2","203","<p>I'm including 2 Apache licensed libraries into my Android app, when I attempt to generate the application I'm having the infamous ""Duplicate files during packaging"" error.</p>

<p>My first attempt to solve was, as suggested in a lot of places (<a href=""https://stackoverflow.com/questions/22467127/error-duplicate-files-during-packaging-of-apk"" title=""e.g."">e.g.</a>), to exclude the files, it worked and my apk was generated.</p>

<p>Then I realized that since 0.9.1. Gradle includes <code>pickFirst</code> option to place into the apk the first license found during compilation time. </p>

<pre><code> packagingOptions {
    pickFirst 'META-INF/LICENSE.txt'
    pickFirst 'META-INF/NOTICE.txt'
}
</code></pre>

<p>Problem is, Notice.txt contains only information about one of the licensed libraries, not both. For example, notice.txt of Apache Commons Codec is:</p>

<blockquote>
  <p>Apache Commons Codec Copyright 2002-2011 The Apache Software
  Foundation</p>
  
  <p>This product includes software developed by The Apache Software
  Foundation (<a href=""http://www.apache.org/"" rel=""nofollow noreferrer"">http://www.apache.org/</a>).</p>
  
  <p>-------------------------------------------------------------------------------- src/test/org/apache/commons/codec/language/DoubleMetaphoneTest.java
  contains  test data from
  <a href=""http://aspell.sourceforge.net/test/batch0.tab"" rel=""nofollow noreferrer"">http://aspell.sourceforge.net/test/batch0.tab</a>.</p>
  
  <p>Copyright (C) 2002 Kevin Atkinson (kevina@gnu.org). Verbatim copying
   and distribution of this entire article is permitted in any medium, provided this notice is preserved.</p>
  
  <hr>
</blockquote>

<p>and Joda Time's:</p>

<blockquote>
  <p>=============================================================================
  = NOTICE file corresponding to section 4d of the Apache License Version 2.0 =
  ============================================================================= This product includes software developed by Joda.org
  (<a href=""http://www.joda.org/"" rel=""nofollow noreferrer"">http://www.joda.org/</a>).</p>
</blockquote>

<p>My question is, is there a way to ""merge"" the <code>license</code> and <code>notice</code> files automatically? I assume this is a common problem so I guess I'm not the first one facing it.</p>
","1668144","","-1","","2017-05-23 11:52:56","2017-01-25 11:28:32","Duplicate files during packaging of APK, how to include several licenses in gradle","<android><gradle>","1","3","","",""
"31133915","1","","","2015-06-30 09:02:32","","4","524","<p>I am developing two node packages registered with npm, and using es6 syntax.
Each package has only one es6 module exporting a single class.</p>

<ul>
<li>package <code>A</code> has no dependencies</li>
<li>package <code>B</code> depends on <code>A</code></li>
</ul>

<p><strong>Class A</strong></p>

<pre><code>export default class A {...}
</code></pre>

<p><strong>Class B</strong></p>

<pre><code>import A from 'A'

export default class B {...}
</code></pre>

<p>Each package has the following structure
<code>
modules/
   index.js (es6 source)
index.js (commonjs source)
</code></p>

<ul>
<li>Source code is in <code>es6/index.js</code></li>
<li>It is transpiled to es5 / commonjs using Babel</li>
</ul>

<p><strong>Question</strong></p>

<p>I want to give users of my A and B packages the choice to use es6 (by importing B class which itself would import A es6 class and not es5 A) or es5 sources (by requiring es5 function B which itself requires es5 function A): What is the best way to achieve it?</p>
","3114505","","","","","2015-08-18 13:44:20","Releasing es6 and es5 sources with npm","<javascript><node.js><ecmascript-6><babeljs>","1","5","2","",""
"31133917","2","","31129968","2015-06-30 09:02:44","","3","","<p>No idea on what the last field in the second line means. The rest can be deduced easily:</p>

<pre><code>def read_off(file):
    if 'OFF' != file.readline().strip():
        throw 'Not a valid OFF header'
    n_verts, n_faces, n_dontknow = tuple([int(s) for s in file.readline().strip().split(' ')])
    verts = []
    for i_vert in range(n_verts):
        verts.append([float(s) for s in readline().strip().split(' ')])
    faces = []
    for i_face in range(n_faces):
        faces.append([int(s) for s in readline().strip().split(' ')][1:])
    return verts, faces
</code></pre>
","524368","","524368","","2015-06-30 16:46:06","2015-06-30 16:46:06","","","","14","","",""
"31133919","2","","31133716","2015-06-30 09:02:45","","1","","<p>Your first idea was correct. </p>

<pre><code>col= col.astype(np.float)
for i in range (col.shape [0]):
    if (np.isnan(col[i])):
        col=np.delete(col,i)
        x= np.delete(x,i)
</code></pre>

<p>Is almost correct. Shape return the total length of your object, but you have to go from 0 to this length -1. So your for line would be like :</p>

<pre><code>for i in range (0, col.shape [0]):
</code></pre>

<p>But since you are removing elements from the array, you may have a smaller array while computing this thing. So if you want to access the fifth and last element and you removed an element before, col will no longer have 5 elements. I suggest you loop backward on your coloumn, like this</p>

<pre><code>for i in range(col.shape [0]-1, -1, -1):
</code></pre>
","2634447","","2634447","","2015-06-30 09:17:19","2015-06-30 09:17:19","","","","3","","",""
"31133920","1","","","2015-06-30 09:02:53","","2","177","<p>I am using a mesh animation on canvas called Flat Surface Shader, here's the <a href=""https://github.com/wagerfield/flat-surface-shader"" rel=""nofollow"">github</a>:</p>

<p>I basically use 2 js files, which finds the div id=""surface"" and puts the animation in there.</p>

<p>It works great but i want to duplicate it on the different parts in html. And use them as a section seperator header background.</p>

<p>Tips:</p>

<ol>
<li><p>I think I should either run something like initialize() fuction for every different div id. But couldn't make it work.</p></li>
<li><p>Or maybe I can do something here in the js file?</p></li>
</ol>

<p>Global Properties</p>

<pre><code>var now, start = Date.now();    
var center = FSS.Vector3.create();    
var attractor = FSS.Vector3.create();


var surface = document.getElementById('home');    
var output = document.getElementById('surface');    
var renderer, scene, mesh, geometry, material;    
var canvasRenderer;    
var gui, autopilotController;
</code></pre>
","5043633","","4595675","","2015-06-30 09:20:37","2015-06-30 09:20:37","Multiple Flat Surface Shader Animations on One Page","<javascript><jquery><mesh>","0","0","","",""
"31133921","1","","","2015-06-30 09:02:57","","3","119","<p>The other day I had a problem that was kind of interesting. It concerns scheduling a series of ""tournaments"". The following are the constraints:</p>

<ul>
<li>There are 7 teams named A, B, ..., G</li>
<li>A tournament contains 3 teams, all teams in a tournament plays 1 game against the other 2 teams. I.e. a tournament consists of 3 games</li>
<li>Each team hosts two tournaments</li>
<li>Each team travels to four tournaments beside the tournaments they host</li>
<li>When the series is done all teams should have played all other teams twice</li>
</ul>

<p>Each travel is associated with a distance. The goal is to find a schedule such that the difference between the shortest and the longest travelling team is minimal.</p>

<p>Not exactly a traveling-salesman problem, but sort of related. I'll be happy to remove that tag if there are strong opinions against it.</p>

<p>Some sample data:</p>

<pre><code>create table d
(   source      varchar(20) not null
,   destination      varchar(20) not null
,   distance    int not null
,       primary key (source, destination) );

insert into d (source, destination, distance)
select 'A', destination, distance
from (values  ('B',204)
          ,   ('C',31)
          ,   ('D',185)
          ,   ('E',213)
          ,   ('F',142)
          ,   ('G',165)
     ) T(destination, distance);

insert into d (source, destination, distance)
select 'B', destination, distance
from (values ('C',230)
        ,    ('D',102)
        ,    ('E',169)
        ,    ('F',152)
        ,    ('G',224)
     ) T(destination, distance);

insert into d (source, destination, distance)
select 'C', destination, distance
from (values ('D',200)
            ,('E',224)
            ,('F',157)
            ,('G',135)
     ) T(destination, distance);

insert into d (source, destination, distance)
select 'D', destination, distance
from (values ('E',68)
            ,('F',51)
            ,('G',123)
     ) T(destination, distance);

insert into d (source, destination, distance)
select 'E', destination, distance
from (values ('F',52)
        ,    ('G',88)
     ) T(destination, distance);

insert into d (source, destination, distance)
select 'F', destination, distance
from (values   ('G',80)
     ) T(destination, distance);

create view dv as
select source, destination, distance from d
union all
select destination, source, distance from d;
</code></pre>

<p>I started out with the assumption that it would be easiest to pick 4 travels for each team and filter from there. Let's call this relation team_travel. By cross-joining A's team_travels with B's team_travel etc we get all possible combinations of team_travels. From there we can exclude those that does not contain exactly 4 'A', 4 'B', etc. By ordering what remains with the difference of the greatest and the least travel distance we can get the result.</p>

<p>This is butt-ugly and can certainly be improved:</p>

<pre><code>create or replace function cnt_occ(s varchar(28), c varchar(1))
returns int
    return values length(s) - length(replace(s,c,null));

with t(s,d,n) as (
    select source, destination, distance
    from dv
), team_travel(s, d1,d2,d3,d4,n1,n2,n3,n4) as (
    select t1.s, t1.d, t2.d, t3.d, t4.d, t1.n,t2.n,t3.n,t4.n
    from t as t1
    join t as t2
        on t2.d &gt; t1.d
        and t1.s = t2.s
    join t as t3
        on t3.d &gt; t2.d
        and t1.s = t3.s
    join t as t4
        on t4.d &gt; t3.d
        and t1.s = t4.s
    where t1.s not in (t1.d,t2.d,t3.d,t4.d)
)
select
       a1.s||'-&gt;'||a1.d1||a1.d2||a1.d3||a1.d4,a1.n1+a1.n2+a1.n3+a1.n4
    ,  a2.s||'-&gt;'||a2.d1||a2.d2||a2.d3||a2.d4,a2.n1+a2.n2+a2.n3+a2.n4
    ,  a3.s||'-&gt;'||a3.d1||a3.d2||a3.d3||a3.d4,a3.n1+a3.n2+a3.n3+a3.n4
    ,  a4.s||'-&gt;'||a4.d1||a4.d2||a4.d3||a4.d4,a4.n1+a4.n2+a4.n3+a4.n4
    ,  a5.s||'-&gt;'||a5.d1||a5.d2||a5.d3||a5.d4,a5.n1+a5.n2+a5.n3+a5.n4
    ,  a6.s||'-&gt;'||a6.d1||a6.d2||a6.d3||a6.d4,a6.n1+a6.n2+a6.n3+a6.n4
    ,  a7.s||'-&gt;'||a7.d1||a7.d2||a7.d3||a7.d4,a7.n1+a7.n2+a7.n3+a7.n4
    ,  greatest(a1.n1+a1.n2+a1.n3+a1.n4
            ,  a2.n1+a2.n2+a2.n3+a2.n4
            ,  a3.n1+a3.n2+a3.n3+a3.n4
            ,  a4.n1+a4.n2+a4.n3+a4.n4
            ,  a5.n1+a5.n2+a5.n3+a5.n4
            ,  a6.n1+a6.n2+a6.n3+a6.n4
            ,  a7.n1+a7.n2+a7.n3+a7.n4)
    -  least(a1.n1+a1.n2+a1.n3+a1.n4
        ,  a2.n1+a2.n2+a2.n3+a2.n4
        ,  a3.n1+a3.n2+a3.n3+a3.n4
        ,  a4.n1+a4.n2+a4.n3+a4.n4
        ,  a5.n1+a5.n2+a5.n3+a5.n4
        ,  a6.n1+a6.n2+a6.n3+a6.n4
        ,  a7.n1+a7.n2+a7.n3+a7.n4) as min_diff
from       ( select * from team_travel where s = 'A' ) as a1
cross join ( select * from team_travel where s = 'B' ) as a2
cross join ( select * from team_travel where s = 'C' ) as a3
cross join ( select * from team_travel where s = 'D' ) as a4
cross join ( select * from team_travel where s = 'E' ) as a5
cross join ( select * from team_travel where s = 'F' ) as a6
cross join ( select * from team_travel where s = 'G' ) as a7
where cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'A') = 4
  and cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'B') = 4
  and cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'C') = 4
  and cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'D') = 4
  and cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'E') = 4
  and cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'F') = 4
  and cnt_occ(a1.d1||a1.d2||a1.d3||a1.d4
            ||a2.d1||a2.d2||a2.d3||a2.d4
            ||a3.d1||a3.d2||a3.d3||a3.d4
            ||a4.d1||a4.d2||a4.d3||a4.d4
            ||a5.d1||a5.d2||a5.d3||a5.d4
            ||a6.d1||a6.d2||a6.d3||a6.d4
            ||a7.d1||a7.d2||a7.d3||a7.d4, 'G') = 4
order by min_diff
fetch first 100 rows only
</code></pre>

<p>There has to be something more elegant than this, thoughts?</p>
","3592396","","3592396","","2015-06-30 15:38:10","2015-06-30 15:38:10","Least-distance scheduling scenario","<sql><db2><traveling-salesman>","0","3","2","",""
"31133922","1","31154014","","2015-06-30 09:02:58","","0","46","<p>Please assist me in figuring out how to create an endpoint from a java class. A lot has changed in android studio, and the ability to:</p>

<p>Tools -> Google Cloud Tools -> Generate Endpoint</p>

<p>Or</p>

<p>Click on the java class and then select Generate Endpoint </p>

<p>Seems to have disappeared with the new android studio? What should I do, or am I missing something I need to do within android studio?</p>

<p>Code:</p>

<pre><code>public class SearchObject {

    private String Location;

    public String getLocation() {
        return Location;
    }

    public void setLocation(String location) {
        Location = location;
    }
}
</code></pre>

<p>Even tried to manully create the endpoint but doesn't seem to work, the reponse object is giving an error:</p>

<pre><code>@Api(name = ""searchApi"",
        version = ""v1"",
        namespace = @ApiNamespace(ownerDomain = ""backend.co.za"",
                ownerName = ""backend.co.za"",
                packagePath=""""))
public class SearchAPI {
    @ApiMethod(name = ""Search"")
    public void sayHi(@Named(""location"") String location) {
        SearchObject response = new SearchObject();
        response.setData(""Hi, "" + location); //Problem, cannot resolve method

        return response;
    }

}
</code></pre>
","3090337","","","","","2015-07-01 06:29:55","Google cloud tools to generate endpoint missing","<android-studio><google-cloud-endpoints>","2","0","","",""
"31133923","2","","31111326","2015-06-30 09:03:00","","0","","<p>Resolved.. Here's the query</p>

<pre><code>DECLARE @AttachVersion VARCHAR(MAX)
DECLARE @AttachVersionHandle INT
SET @AttachVersion = '&lt;AttachVersion&gt;&lt;Version&gt;1&lt;/Version&gt;&lt;Version&gt;2&lt;/Version&gt;&lt;Version&gt;3&lt;/Version&gt;&lt;Version&gt;4&lt;/Version&gt;&lt;/AttachVersion&gt;'

EXEC sp_xml_preparedocument @AttachVersionHandle OUTPUT, @AttachVersion

SELECT [Value] FROM OPENXML( @AttachVersionHandle, '/AttachVersion/Version') WITH (VALUE INT '.')
</code></pre>
","5060392","","","","","2015-06-30 09:03:00","","","","0","","",""
